(64C:4720) 11/05/23 12:39:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(38A4:3258) 11/05/23 17:09:49, ACTION,               mpdwsvc.exe, Submitted report synchronously.
(3260:4514) 11/05/23 17:20:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(3260:4514) 11/05/23 17:20:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(3260:4514) 11/05/23 17:20:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 15648
(3260:4514) 11/05/23 17:20:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(3260:4514) 11/05/23 17:20:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(3260:4514) 11/05/23 17:20:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF65B26B360
(3260:4514) 11/05/23 17:20:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(3260:4514) 11/05/23 17:20:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 15648
(3260:4514) 11/05/23 17:20:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(3260:4514) 11/05/23 17:20:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(3260:4514) 11/05/23 17:20:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(3260:4514) 11/05/23 17:20:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF65B26B360
(3260:4514) 11/05/23 17:20:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(3260:4514) 11/05/23 17:20:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(3260:4514) 11/05/23 17:20:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(3260:4514) 11/05/23 17:20:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(3260:4514) 11/05/23 17:20:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(3260:4514) 11/05/23 17:20:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(3260:4514) 11/05/23 17:20:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(3260:4514) 11/05/23 17:20:14, ERROR ,               mpdwsvc.exe, String at 0000025E04505270 was not NULL terminated
(3260:4514) 11/05/23 17:20:14, ACTION,               mpdwsvc.exe, Remote process didn't specify a dump file name
(3260:4514) 11/05/23 17:20:14, ACTION,               mpdwsvc.exe, MINIDUMP_TYPE: 0x21966
(3260:4514) 11/05/23 17:20:14, ACTION,               mpdwsvc.exe, Callback type 16 not used
(3260:4514) 11/05/23 17:20:14, ACTION,               mpdwsvc.exe, Callback type 17 not used
(3260:4514) 11/05/23 17:20:14, ACTION,               mpdwsvc.exe, Callback type 11 not used
(3260:4514) 11/05/23 17:20:14, ACTION,               mpdwsvc.exe, Callback type 15 not used
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, Callback type 7 not used
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, MiniDump completed: C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Log\Polybase\dump\SQLDmpr.000000019161C9B0.GMT-2023-11-05-12-00-00.dmp
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, Total Buffer pool data pages filtered out: 0 KB
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, Total Hekaton data pages filtered out: 0 KB
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, Total Free memory (from non top level allocators) filtered out: 0 KB
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, Total top level free memory filtered out: 0 KB
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, Total Log pool memory filtered out: 0 KB
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, Should columnstore object pool be included in filtered dump= 0
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, Should columnstore blob cache be included in filtered dump= 0
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, Total columnstore object pool memory filtered out: 0 KB
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, Total columnstore blob cache filtered out: 0 KB
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, Total pages filtered out by bitmap: 0 KB
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, Total file mapped memory filtered out: 0 KB
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, Location of module 'dbghelp.dll' : 'C:\WINDOWS\SYSTEM32\dbghelp.dll'
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, File version of module 'C:\WINDOWS\SYSTEM32\dbghelp.dll' : '6.2:22621.2506'
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, Product version of module 'C:\WINDOWS\SYSTEM32\dbghelp.dll' : '10.0:22621.2506'
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, Location of module 'sqldumper.exe' : 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE'
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, File version of module 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE' : '2019.150:2000.5'
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, Product version of module 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE' : '15.0:2000.5'
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, Creating WER report...
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, Created the report.
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(3260:4514) 11/05/23 17:20:15, ACTION,               mpdwsvc.exe, Submitting WER report...
(3260:4514) 11/05/23 17:20:27, ACTION,               mpdwsvc.exe, Submitted report synchronously.
(40EC:5344) 11/05/23 17:20:41, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(40EC:5344) 11/05/23 17:20:41, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(40EC:5344) 11/05/23 17:20:41, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 15648
(40EC:5344) 11/05/23 17:20:41, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(40EC:5344) 11/05/23 17:20:41, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(40EC:5344) 11/05/23 17:20:41, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF65B26B360
(40EC:5344) 11/05/23 17:20:41, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(40EC:5344) 11/05/23 17:20:41, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 15648
(40EC:5344) 11/05/23 17:20:41, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(40EC:5344) 11/05/23 17:20:41, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(40EC:5344) 11/05/23 17:20:41, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(40EC:5344) 11/05/23 17:20:41, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF65B26B360
(40EC:5344) 11/05/23 17:20:41, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(40EC:5344) 11/05/23 17:20:41, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(40EC:5344) 11/05/23 17:20:41, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(40EC:5344) 11/05/23 17:20:41, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(40EC:5344) 11/05/23 17:20:41, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(40EC:5344) 11/05/23 17:20:41, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(40EC:5344) 11/05/23 17:20:41, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(40EC:5344) 11/05/23 17:20:41, ERROR ,               mpdwsvc.exe, String at 0000025E04505270 was not NULL terminated
(40EC:5344) 11/05/23 17:20:41, ACTION,               mpdwsvc.exe, Not creating an additional dump, because dump for stack signature 000000019161C9B0 already exists.
(40EC:5344) 11/05/23 17:20:41, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(40EC:5344) 11/05/23 17:20:41, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(40EC:5344) 11/05/23 17:20:41, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(40EC:5344) 11/05/23 17:20:41, ACTION,               mpdwsvc.exe, Creating WER report...
(40EC:5344) 11/05/23 17:20:41, ACTION,               mpdwsvc.exe, Created the report.
(40EC:5344) 11/05/23 17:20:41, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(40EC:5344) 11/05/23 17:20:41, ACTION,               mpdwsvc.exe, Submitting WER report...
(40EC:5344) 11/05/23 17:20:51, ACTION,               mpdwsvc.exe, Submitted report synchronously.
(3F64:2344) 11/05/23 17:20:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(3F64:2344) 11/05/23 17:20:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(3F64:2344) 11/05/23 17:20:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 15648
(3F64:2344) 11/05/23 17:20:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(3F64:2344) 11/05/23 17:20:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(3F64:2344) 11/05/23 17:20:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF65B26B360
(3F64:2344) 11/05/23 17:20:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(3F64:2344) 11/05/23 17:20:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 15648
(3F64:2344) 11/05/23 17:20:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(3F64:2344) 11/05/23 17:20:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(3F64:2344) 11/05/23 17:20:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(3F64:2344) 11/05/23 17:20:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF65B26B360
(3F64:2344) 11/05/23 17:20:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(3F64:2344) 11/05/23 17:20:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(3F64:2344) 11/05/23 17:20:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(3F64:2344) 11/05/23 17:20:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(3F64:2344) 11/05/23 17:20:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(3F64:2344) 11/05/23 17:20:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(3F64:2344) 11/05/23 17:20:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(3F64:2344) 11/05/23 17:20:51, ACTION,               mpdwsvc.exe, Not creating an additional dump, because dump for stack signature 000000019161C9B0 already exists.
(3F64:2344) 11/05/23 17:20:51, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(3F64:2344) 11/05/23 17:20:51, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(3F64:2344) 11/05/23 17:20:51, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(3F64:2344) 11/05/23 17:20:51, ACTION,               mpdwsvc.exe, Creating WER report...
(3F64:2344) 11/05/23 17:20:51, ACTION,               mpdwsvc.exe, Created the report.
(3F64:2344) 11/05/23 17:20:51, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(3F64:2344) 11/05/23 17:20:51, ACTION,               mpdwsvc.exe, Submitting WER report...
(3F64:2344) 11/05/23 17:20:54, ACTION,               mpdwsvc.exe, Submitted report synchronously.
(4ADC:2F80) 11/05/23 17:31:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(4ADC:2F80) 11/05/23 17:31:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(4ADC:2F80) 11/05/23 17:31:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 1180
(4ADC:2F80) 11/05/23 17:31:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(4ADC:2F80) 11/05/23 17:31:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(4ADC:2F80) 11/05/23 17:31:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF65B26B360
(4ADC:2F80) 11/05/23 17:31:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(4ADC:2F80) 11/05/23 17:31:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 1180
(4ADC:2F80) 11/05/23 17:31:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(4ADC:2F80) 11/05/23 17:31:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(4ADC:2F80) 11/05/23 17:31:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(4ADC:2F80) 11/05/23 17:31:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF65B26B360
(4ADC:2F80) 11/05/23 17:31:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(4ADC:2F80) 11/05/23 17:31:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(4ADC:2F80) 11/05/23 17:31:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(4ADC:2F80) 11/05/23 17:31:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(4ADC:2F80) 11/05/23 17:31:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(4ADC:2F80) 11/05/23 17:31:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(4ADC:2F80) 11/05/23 17:31:18, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(4ADC:2F80) 11/05/23 17:31:18, ERROR ,               mpdwsvc.exe, String at 0000027F84742FE0 was not NULL terminated
(4ADC:2F80) 11/05/23 17:31:18, ACTION,               mpdwsvc.exe, Remote process didn't specify a dump file name
(4ADC:2F80) 11/05/23 17:31:18, ACTION,               mpdwsvc.exe, MINIDUMP_TYPE: 0x21966
(4ADC:2F80) 11/05/23 17:31:18, ACTION,               mpdwsvc.exe, Callback type 16 not used
(4ADC:2F80) 11/05/23 17:31:18, ACTION,               mpdwsvc.exe, Callback type 17 not used
(4ADC:2F80) 11/05/23 17:31:18, ACTION,               mpdwsvc.exe, Callback type 11 not used
(4ADC:2F80) 11/05/23 17:31:18, ACTION,               mpdwsvc.exe, Callback type 15 not used
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, Callback type 7 not used
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, MiniDump completed: C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Log\Polybase\dump\SQLDmpr.000000016238BCB4.GMT-2023-11-05-12-00-00.dmp
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, Total Buffer pool data pages filtered out: 0 KB
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, Total Hekaton data pages filtered out: 0 KB
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, Total Free memory (from non top level allocators) filtered out: 0 KB
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, Total top level free memory filtered out: 0 KB
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, Total Log pool memory filtered out: 0 KB
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, Should columnstore object pool be included in filtered dump= 0
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, Should columnstore blob cache be included in filtered dump= 0
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, Total columnstore object pool memory filtered out: 0 KB
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, Total columnstore blob cache filtered out: 0 KB
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, Total pages filtered out by bitmap: 0 KB
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, Total file mapped memory filtered out: 0 KB
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, Location of module 'dbghelp.dll' : 'C:\WINDOWS\SYSTEM32\dbghelp.dll'
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, File version of module 'C:\WINDOWS\SYSTEM32\dbghelp.dll' : '6.2:22621.2506'
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, Product version of module 'C:\WINDOWS\SYSTEM32\dbghelp.dll' : '10.0:22621.2506'
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, Location of module 'sqldumper.exe' : 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE'
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, File version of module 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE' : '2019.150:2000.5'
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, Product version of module 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE' : '15.0:2000.5'
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, Creating WER report...
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, Created the report.
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(4ADC:2F80) 11/05/23 17:31:19, ACTION,               mpdwsvc.exe, Submitting WER report...
(4ADC:2F80) 11/05/23 17:31:30, ACTION,               mpdwsvc.exe, Submitted report synchronously.
(338:2E90) 11/05/23 17:31:45, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(338:2E90) 11/05/23 17:31:45, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(338:2E90) 11/05/23 17:31:45, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 1180
(338:2E90) 11/05/23 17:31:45, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(338:2E90) 11/05/23 17:31:45, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(338:2E90) 11/05/23 17:31:45, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF65B26B360
(338:2E90) 11/05/23 17:31:45, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(338:2E90) 11/05/23 17:31:45, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 1180
(338:2E90) 11/05/23 17:31:45, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(338:2E90) 11/05/23 17:31:45, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(338:2E90) 11/05/23 17:31:45, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(338:2E90) 11/05/23 17:31:45, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF65B26B360
(338:2E90) 11/05/23 17:31:45, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(338:2E90) 11/05/23 17:31:45, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(338:2E90) 11/05/23 17:31:45, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(338:2E90) 11/05/23 17:31:45, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(338:2E90) 11/05/23 17:31:45, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(338:2E90) 11/05/23 17:31:45, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(338:2E90) 11/05/23 17:31:45, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(338:2E90) 11/05/23 17:31:45, ERROR ,               mpdwsvc.exe, String at 0000027F83527710 was not NULL terminated
(338:2E90) 11/05/23 17:31:45, ACTION,               mpdwsvc.exe, Not creating an additional dump, because dump for stack signature 000000016238BCB4 already exists.
(338:2E90) 11/05/23 17:31:45, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(338:2E90) 11/05/23 17:31:45, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(338:2E90) 11/05/23 17:31:45, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(338:2E90) 11/05/23 17:31:45, ACTION,               mpdwsvc.exe, Creating WER report...
(338:2E90) 11/05/23 17:31:45, ACTION,               mpdwsvc.exe, Created the report.
(338:2E90) 11/05/23 17:31:45, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(338:2E90) 11/05/23 17:31:45, ACTION,               mpdwsvc.exe, Submitting WER report...
(338:2E90) 11/05/23 17:31:57, ACTION,               mpdwsvc.exe, Submitted report synchronously.
(4828:4A60) 11/05/23 17:32:12, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(4828:4A60) 11/05/23 17:32:12, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(4828:4A60) 11/05/23 17:32:12, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 1180
(4828:4A60) 11/05/23 17:32:12, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(4828:4A60) 11/05/23 17:32:12, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(4828:4A60) 11/05/23 17:32:12, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF65B26B360
(4828:4A60) 11/05/23 17:32:12, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(4828:4A60) 11/05/23 17:32:12, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 1180
(4828:4A60) 11/05/23 17:32:12, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(4828:4A60) 11/05/23 17:32:12, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(4828:4A60) 11/05/23 17:32:12, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(4828:4A60) 11/05/23 17:32:12, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF65B26B360
(4828:4A60) 11/05/23 17:32:12, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(4828:4A60) 11/05/23 17:32:12, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(4828:4A60) 11/05/23 17:32:12, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(4828:4A60) 11/05/23 17:32:12, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(4828:4A60) 11/05/23 17:32:12, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(4828:4A60) 11/05/23 17:32:12, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(4828:4A60) 11/05/23 17:32:12, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(4828:4A60) 11/05/23 17:32:12, ACTION,               mpdwsvc.exe, Not creating an additional dump, because dump for stack signature 000000016238BCB4 already exists.
(4828:4A60) 11/05/23 17:32:12, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(4828:4A60) 11/05/23 17:32:12, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(4828:4A60) 11/05/23 17:32:12, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(4828:4A60) 11/05/23 17:32:12, ACTION,               mpdwsvc.exe, Creating WER report...
(4828:4A60) 11/05/23 17:32:12, ACTION,               mpdwsvc.exe, Created the report.
(4828:4A60) 11/05/23 17:32:12, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(4828:4A60) 11/05/23 17:32:12, ACTION,               mpdwsvc.exe, Submitting WER report...
(4828:4A60) 11/05/23 17:32:15, ACTION,               mpdwsvc.exe, Submitted report synchronously.
